episode_id,step,time_sec,task_phase,is_holding_object,success_flag,dist_ee_obj,dist_obj_goal,obj_height,raw_target_x,raw_target_y,raw_target_z,raw_grip_logit,smooth_target_x,smooth_target_y,smooth_target_z,smooth_grip_score,actual_ee_x,actual_ee_y,actual_ee_z,gripper_width,commanded_gripper,joint_vel_norm
0,61,0.610000,0,False,0,0.215205,0.283543,0.419927,0.5808428,0.11302923,0.41513228,-12.117390,0.58314776,0.113950595,0.41581017,1.000000,0.58151394,0.11303027,0.41152367,,1.000000,0.031042
0,62,0.620000,0,False,0,0.215291,0.283543,0.419927,0.5823515,0.111861914,0.4139941,-12.219285,0.5827496,0.112906255,0.41490215,1.000000,0.5815751,0.113089435,0.41143534,,1.000000,0.018458
0,63,0.630000,0,False,0,0.215432,0.283543,0.419927,0.58588845,0.11312616,0.41533172,-12.168665,0.584319,0.1130162,0.41511694,1.000000,0.58186406,0.113081224,0.41141692,,1.000000,0.038171
0,64,0.640000,0,False,0,0.215183,0.283543,0.419927,0.57670814,0.112168,0.41383597,-12.273247,0.5805136,0.1125921,0.41447645,1.000000,0.5816031,0.11293353,0.41114733,,1.000000,0.047442
0,65,0.650000,0,False,0,0.214548,0.283543,0.419927,0.5722137,0.111986026,0.41494775,-12.332149,0.5763637,0.11228906,0.4147121,1.000000,0.5806841,0.11272592,0.41086435,,1.000000,0.111134
0,66,0.660000,0,False,0,0.213942,0.283543,0.419927,0.57366514,0.112754494,0.4132865,-12.192239,0.5750144,0.11252178,0.41399932,1.000000,0.5796731,0.11261221,0.41077304,,1.000000,0.117771
0,67,0.670000,0,False,0,0.213601,0.283543,0.419927,0.5782579,0.11162321,0.41421974,-12.342625,0.5766362,0.1120725,0.41410953,1.000000,0.57905805,0.11257928,0.41084796,,1.000000,0.069719
0,68,0.680000,0,False,0,0.213462,0.283543,0.419927,0.5829764,0.10907839,0.41412663,-12.328259,0.5798063,0.110575445,0.41411808,1.000000,0.5790598,0.1124243,0.41097823,,1.000000,0.026620
0,69,0.690000,0,False,0,0.213819,0.283543,0.419927,0.5920051,0.11291692,0.41604936,-12.307343,0.5859057,0.11174618,0.4150837,1.000000,0.5800185,0.11228827,0.4112094,,1.000000,0.116814
0,70,0.700000,0,False,0,0.214193,0.283543,0.419927,0.5854556,0.11374387,0.41689253,-12.434351,0.5856806,0.112745024,0.41598812,1.000000,0.5809114,0.11219859,0.41127396,,1.000000,0.103149
0,71,0.710000,0,False,0,0.214177,0.283543,0.419927,0.5784921,0.11119364,0.41469002,-12.231112,0.5820863,0.11196934,0.41533905,1.000000,0.5810904,0.11206504,0.41109896,,1.000000,0.024113
0,72,0.720000,0,False,0,0.214022,0.283543,0.419927,0.58003706,0.111629605,0.4152495,-12.401083,0.5810617,0.11179947,0.4152943,1.000000,0.5809881,0.11194178,0.4110327,,1.000000,0.024897
0,73,0.730000,0,False,0,0.213759,0.283543,0.419927,0.57903236,0.1103774,0.41507864,-12.327784,0.580047,0.11108844,0.41518646,1.000000,0.5807356,0.11178573,0.41103524,,1.000000,0.037775
0,74,0.740000,0,False,0,0.213600,0.283543,0.419927,0.5815825,0.11175828,0.41592342,-12.432290,0.5808147,0.11142336,0.41555494,1.000000,0.5806314,0.11166967,0.41117573,,1.000000,0.025363
0,75,0.750000,0,False,0,0.213430,0.283543,0.419927,0.5793846,0.111240506,0.41522366,-12.339437,0.5800997,0.11133193,0.4153893,1.000000,0.5804715,0.11157134,0.4112715,,1.000000,0.029469
0,76,0.760000,0,False,0,0.213535,0.283543,0.419927,0.58365375,0.11369328,0.41659215,-12.404898,0.58187675,0.1125126,0.4159907,1.000000,0.580587,0.111634426,0.4114838,,1.000000,0.034717
0,77,0.770000,0,False,0,0.213634,0.283543,0.419927,0.5798477,0.11264795,0.41520223,-12.430130,0.5808622,0.11258028,0.4155965,1.000000,0.5805752,0.111760125,0.41155764,,1.000000,0.022234
0,78,0.780000,0,False,0,0.213411,0.283543,0.419927,0.5756958,0.110019654,0.41400322,-12.443628,0.578279,0.11129996,0.41479987,1.000000,0.58015245,0.11174571,0.4114305,,1.000000,0.058083
0,79,0.790000,0,False,0,0.213256,0.283543,0.419927,0.5816726,0.110404536,0.41498595,-12.292354,0.57997584,0.11085225,0.4148929,1.000000,0.57999986,0.1116558,0.41143465,,1.000000,0.026724
0,80,0.800000,0,False,0,0.213235,0.283543,0.419927,0.5844088,0.109774485,0.41502774,-12.399313,0.5821923,0.11031337,0.41496032,1.000000,0.58025205,0.11148427,0.4114879,,1.000000,0.033683
