step,expert_state,mimicry_error_rad,ee_pos_x,ee_pos_y,ee_pos_z,target_pos_x,target_pos_y,target_pos_z
24,MOVE_TO_PRE_GRASP,0.026174,0.34835207,0.0306858,0.49848032,0.35,0.03590272,0.5026007
25,MOVE_TO_PRE_GRASP,0.027175,0.34851494,0.031558357,0.49883324,0.35,0.037001226,0.5030297
26,MOVE_TO_PRE_GRASP,0.028167,0.34865394,0.03246882,0.49920046,0.35,0.038133964,0.503472
27,MOVE_TO_PRE_GRASP,0.029145,0.3487725,0.03341654,0.49958152,0.35,0.03929996,0.5039273
28,MOVE_TO_PRE_GRASP,0.030107,0.34887353,0.034400817,0.49997604,0.35,0.040498212,0.5043951
29,MOVE_TO_PRE_GRASP,0.032056,0.34895957,0.035420895,0.5003837,0.3516719,0.04172768,0.5048752
30,MOVE_TO_PRE_GRASP,0.038209,0.3492969,0.036484536,0.5008641,0.35494435,0.042987306,0.50536704
31,MOVE_TO_PRE_GRASP,0.043497,0.35013878,0.037589375,0.50139576,0.35829234,0.044276007,0.5058703
32,MOVE_TO_PRE_GRASP,0.048414,0.35144374,0.038722504,0.5018898,0.36171296,0.04559267,0.5063844
33,MOVE_TO_PRE_GRASP,0.052742,0.35312822,0.03988105,0.5023367,0.36520326,0.046936158,0.50690895
34,MOVE_TO_PRE_GRASP,0.056498,0.3551274,0.041065466,0.50275105,0.3687603,0.048305318,0.50744355
35,MOVE_TO_PRE_GRASP,0.059764,0.3573911,0.04227659,0.5031484,0.3723809,0.049698967,0.50798774
36,MOVE_TO_PRE_GRASP,0.062621,0.35988012,0.043514773,0.5035398,0.37606204,0.051115904,0.50854105
37,MOVE_TO_PRE_GRASP,0.065142,0.36256343,0.044779886,0.5039327,0.3798005,0.052554905,0.5091029
38,MOVE_TO_PRE_GRASP,0.067386,0.365416,0.046071425,0.50433165,0.38359305,0.054014735,0.50967294
39,MOVE_TO_PRE_GRASP,0.069397,0.36841744,0.04738865,0.5047391,0.38743645,0.055494133,0.51025057
40,MOVE_TO_PRE_GRASP,0.071210,0.3715508,0.04873063,0.5051566,0.39132738,0.056991823,0.5108354
41,MOVE_TO_PRE_GRASP,0.072852,0.3748017,0.050096326,0.5055845,0.39526245,0.05850651,0.5114268
42,MOVE_TO_PRE_GRASP,0.073811,0.37815788,0.051484603,0.50602293,0.39923832,0.0600369,0.5120244
43,MOVE_TO_PRE_GRASP,0.075198,0.38160866,0.052894276,0.5064717,0.40325156,0.061581664,0.5126276
44,MOVE_TO_PRE_GRASP,0.076461,0.38514465,0.054324094,0.5069303,0.40729865,0.063139476,0.51323587
45,MOVE_TO_PRE_GRASP,0.077610,0.3887574,0.055772763,0.5073981,0.41137618,0.064708985,0.5138487
46,MOVE_TO_PRE_GRASP,0.078662,0.3924393,0.057239104,0.50787467,0.41548055,0.066288844,0.5144656
47,MOVE_TO_PRE_GRASP,0.079603,0.3961834,0.05872173,0.5083592,0.4196083,0.067877695,0.515086
48,MOVE_TO_PRE_GRASP,0.080454,0.39998326,0.060219254,0.50885105,0.42375585,0.06947416,0.51570934
49,MOVE_TO_PRE_GRASP,0.081212,0.40383288,0.061730348,0.5093495,0.4279196,0.07107687,0.5163352
50,MOVE_TO_PRE_GRASP,0.081881,0.40772668,0.06325366,0.509854,0.43209597,0.07268444,0.5169629
51,MOVE_TO_PRE_GRASP,0.082459,0.4116593,0.06478785,0.51036376,0.43628138,0.07429548,0.51759195
52,MOVE_TO_PRE_GRASP,0.082960,0.41562566,0.06633153,0.5108782,0.44047222,0.075908616,0.5182218
53,MOVE_TO_PRE_GRASP,0.083374,0.41962096,0.06788333,0.51139665,0.44466487,0.07752244,0.51885194
54,MOVE_TO_PRE_GRASP,0.083715,0.4236405,0.06944187,0.5119185,0.4488557,0.07913557,0.51948184
55,MOVE_TO_PRE_GRASP,0.083951,0.42767975,0.071005784,0.51244307,0.4530411,0.08074661,0.5201109
56,MOVE_TO_PRE_GRASP,0.084115,0.43173435,0.072573684,0.5129698,0.45721748,0.08235418,0.5207386
57,MOVE_TO_PRE_GRASP,0.084195,0.43580002,0.07414423,0.5134981,0.46138123,0.08395689,0.5213644
58,MOVE_TO_PRE_GRASP,0.084187,0.4398726,0.07571604,0.5140275,0.4655288,0.085553356,0.5219878
59,MOVE_TO_PRE_GRASP,0.084102,0.44394803,0.07728777,0.5145573,0.46965653,0.08714221,0.52260816
60,MOVE_TO_PRE_GRASP,0.083932,0.44802234,0.07885805,0.51508695,0.4737609,0.088722065,0.52322507
61,MOVE_TO_PRE_GRASP,0.083673,0.4520916,0.080425486,0.515616,0.47783843,0.09029158,0.5238379
62,MOVE_TO_PRE_GRASP,0.083332,0.45615196,0.08198872,0.51614386,0.48188552,0.09184939,0.5244462
63,MOVE_TO_PRE_GRASP,0.082910,0.46019968,0.083546415,0.51667005,0.48589876,0.09339415,0.5250494
64,MOVE_TO_PRE_GRASP,0.082416,0.464231,0.085097246,0.5171941,0.48987463,0.09492454,0.5256469
65,MOVE_TO_PRE_GRASP,0.081806,0.46824235,0.0866399,0.51771545,0.4938097,0.09643923,0.5262384
66,MOVE_TO_PRE_GRASP,0.081122,0.47223005,0.088173114,0.5182337,0.49770063,0.09793692,0.52682316
67,MOVE_TO_PRE_GRASP,0.080339,0.47619057,0.08969559,0.5187484,0.50154406,0.099416316,0.52740085
68,MOVE_TO_PRE_GRASP,0.079496,0.48012048,0.091206044,0.51925904,0.5053366,0.100876145,0.52797085
69,MOVE_TO_PRE_GRASP,0.078556,0.4840163,0.09270323,0.51976526,0.50907505,0.10231515,0.52853274
70,MOVE_TO_PRE_GRASP,0.077514,0.4878747,0.0941859,0.52026665,0.51275617,0.10373209,0.529086
71,MOVE_TO_PRE_GRASP,0.076394,0.49169233,0.095652856,0.5207628,0.5163768,0.10512573,0.5296302
72,MOVE_TO_PRE_GRASP,0.075194,0.495466,0.097102836,0.5212533,0.5199338,0.106494896,0.5301648
73,MOVE_TO_PRE_GRASP,0.073897,0.49919248,0.09853468,0.5217379,0.52342415,0.107838385,0.5306894
74,MOVE_TO_PRE_GRASP,0.072522,0.50286865,0.09994723,0.5222161,0.52684474,0.109155044,0.5312035
75,MOVE_TO_PRE_GRASP,0.071064,0.5064915,0.10133935,0.52268773,0.53019273,0.11044375,0.5317067
76,MOVE_TO_PRE_GRASP,0.069561,0.510058,0.10270993,0.5231524,0.53346515,0.11170337,0.53219855
77,MOVE_TO_PRE_GRASP,0.067858,0.5135652,0.10405787,0.5236099,0.53665924,0.11293284,0.5326786
78,MOVE_TO_PRE_GRASP,0.066184,0.5170103,0.1053821,0.5240599,0.5397723,0.11413109,0.5331465
79,MOVE_TO_PRE_GRASP,0.064458,0.5203905,0.10668154,0.5245022,0.54280144,0.11529709,0.5336018
80,MOVE_TO_PRE_GRASP,0.062611,0.52370316,0.10795519,0.52493656,0.54574424,0.11642983,0.5340441
81,MOVE_TO_PRE_GRASP,0.060701,0.5269456,0.10920206,0.52536285,0.5485981,0.117528334,0.534473
82,MOVE_TO_PRE_GRASP,0.058785,0.53011525,0.11042115,0.5257808,0.5513606,0.11859166,0.5348882
83,MOVE_TO_PRE_GRASP,0.056747,0.5332097,0.11161152,0.52619034,0.5540293,0.11961889,0.53528935
84,MOVE_TO_PRE_GRASP,0.054648,0.5362266,0.11277226,0.5265913,0.5566019,0.12060914,0.535676
85,MOVE_TO_PRE_GRASP,0.052544,0.5391636,0.113902465,0.52698356,0.5590762,0.12156155,0.5360479
86,MOVE_TO_PRE_GRASP,0.050379,0.54201853,0.115001254,0.5273671,0.5614501,0.1224753,0.53640467
87,MOVE_TO_PRE_GRASP,0.048196,0.54478925,0.11606783,0.5277418,0.56372154,0.123349614,0.5367461
88,MOVE_TO_PRE_GRASP,0.045953,0.5474738,0.117101334,0.52810764,0.56588846,0.12418373,0.53707176
89,MOVE_TO_PRE_GRASP,0.043713,0.55007017,0.11810099,0.52846456,0.5679492,0.124976926,0.5373815
90,MOVE_TO_PRE_GRASP,0.041457,0.5525766,0.1190661,0.52881265,0.56990176,0.12572852,0.53767496
91,MOVE_TO_PRE_GRASP,0.039208,0.55499125,0.11999588,0.5291518,0.5717446,0.12643787,0.53795195
92,MOVE_TO_PRE_GRASP,0.036947,0.5573125,0.120889656,0.5294821,0.57347614,0.12710436,0.5382122
93,MOVE_TO_PRE_GRASP,0.034683,0.5595388,0.12174676,0.52980363,0.57509476,0.1277274,0.5384554
94,MOVE_TO_PRE_GRASP,0.032448,0.5616686,0.12256656,0.5301164,0.5765992,0.1283065,0.53868157
95,MOVE_TO_PRE_GRASP,0.030242,0.5637005,0.123348445,0.5304204,0.5779881,0.1288411,0.5388903
96,PREPARE_GRIPPER,0.028047,0.56563324,0.12409184,0.5307159,0.57926023,0.12933077,0.5390815
97,PREPARE_GRIPPER,0.029359,0.5674655,0.12479619,0.53100276,0.5674655,0.12479619,0.53100276
98,PREPARE_GRIPPER,0.022856,0.5679641,0.12486205,0.5299112,0.5674655,0.12479619,0.53100276
99,PREPARE_GRIPPER,0.017158,0.5678521,0.124663375,0.5290588,0.5674655,0.12479619,0.53100276
100,PREPARE_GRIPPER,0.013122,0.56776345,0.1245369,0.5286082,0.5674655,0.12479619,0.53100276
101,PREPARE_GRIPPER,0.010272,0.56770265,0.12447422,0.528348,0.5674655,0.12479619,0.53100276
102,DESCEND_TO_GRASP,0.008294,0.56766504,0.12445292,0.5281788,0.5674655,0.12479619,0.53100276
103,DESCEND_TO_GRASP,0.091370,0.5676455,0.12445511,0.52805537,0.5722776,0.1263439,0.49847537
104,DESCEND_TO_GRASP,0.083319,0.5682259,0.12462381,0.5258376,0.5726307,0.1264879,0.49622044
105,DESCEND_TO_GRASP,0.078063,0.5696927,0.12517561,0.5210556,0.57339907,0.1268012,0.49131382
106,DESCEND_TO_GRASP,0.076151,0.57108337,0.1256705,0.51541936,0.5742951,0.12716657,0.48559186
107,DESCEND_TO_GRASP,0.075385,0.5723835,0.12608841,0.50959164,0.57521737,0.12754264,0.4797023
108,DESCEND_TO_GRASP,0.075024,0.5736048,0.12646946,0.5037592,0.57613814,0.1279181,0.47382244
109,DESCEND_TO_GRASP,0.074822,0.57475716,0.12683906,0.497963,0.57705164,0.12829058,0.46798903
110,DESCEND_TO_GRASP,0.074698,0.57584906,0.12720722,0.49220258,0.5779582,0.12866025,0.4621997
111,DESCEND_TO_GRASP,0.074618,0.5768885,0.12757623,0.48646814,0.57885957,0.1290278,0.45644352
112,DESCEND_TO_GRASP,0.074578,0.57788295,0.12794536,0.48074943,0.5797575,0.12939394,0.4507095
113,DESCEND_TO_GRASP,0.074562,0.5788391,0.12831324,0.47503808,0.58065337,0.12975924,0.44498855
114,DESCEND_TO_GRASP,0.074522,0.57976294,0.12867884,0.46932784,0.5815483,0.13012415,0.43927374
115,DESCEND_TO_GRASP,0.074595,0.58065945,0.12904155,0.46361408,0.58244306,0.130489,0.43355983
116,DESCEND_TO_GRASP,0.074499,0.5815331,0.1294012,0.4578936,0.58333826,0.13085404,0.4278431
117,DESCEND_TO_GRASP,0.074484,0.5823875,0.12975784,0.45216423,0.58423436,0.13121943,0.4221208
118,DESCEND_TO_GRASP,0.074465,0.583226,0.13011166,0.44642448,0.58513165,0.1315853,0.41639102
119,DESCEND_TO_GRASP,0.062303,0.5840513,0.130463,0.44067347,0.5853713,0.13168304,0.4148604
120,GRASP,0.052075,0.5846676,0.13075109,0.43528047,0.5853713,0.13168304,0.4148604
121,GRASP,0.010471,0.5850656,0.13095014,0.43067423,0.5850656,0.13095014,0.43067423
122,GRASP,0.011325,0.58508444,0.13101715,0.42762035,0.58508444,0.13101715,0.42762035
123,GRASP,0.017138,0.5851428,0.13092431,0.42601052,0.5851428,0.13092431,0.42601052
124,GRASP,0.011015,0.5851817,0.13082942,0.42532772,0.5851817,0.13082942,0.42532772
125,GRASP,0.009976,0.58524096,0.13082635,0.42503688,0.58524096,0.13082635,0.42503688
126,GRASP,0.008864,0.5853103,0.13084498,0.42480963,0.5853103,0.13084498,0.42480963
127,GRASP,0.008093,0.5853706,0.13085566,0.42451733,0.5853706,0.13085566,0.42451733
128,GRASP,0.007656,0.5854177,0.13086009,0.42414346,0.5854177,0.13086009,0.42414346
129,LIFT,0.007429,0.58545583,0.13086055,0.4237074,0.58545583,0.13086055,0.4237074
130,LIFT,0.078599,0.58548933,0.13085829,0.42323506,0.58548933,0.13085829,0.45323506
131,LIFT,0.069310,0.585002,0.130796,0.42388785,0.58548933,0.13085829,0.45388785
132,LIFT,0.062043,0.5846837,0.13067162,0.4264269,0.58548933,0.13085829,0.4564269
133,LIFT,0.058875,0.5843853,0.13047223,0.43007085,0.58548933,0.13085829,0.46007085
134,LIFT,0.057999,0.58410305,0.13033122,0.43451518,0.58548933,0.13085829,0.46451518
135,LIFT,0.057832,0.5838637,0.13027138,0.43917924,0.58548933,0.13085829,0.46917924
136,LIFT,0.057740,0.58363944,0.13024697,0.4438403,0.58548933,0.13085829,0.4738403
137,LIFT,0.055843,0.58342624,0.13023047,0.44844458,0.58548933,0.13085829,0.47779238
138,MOVE_TO_GOAL,0.044002,0.58324194,0.13021818,0.45292816,0.58548933,0.13085829,0.47779238
139,MOVE_TO_GOAL,0.061822,0.5831849,0.13022453,0.45690072,0.5732683,0.15107541,0.47605538
140,MOVE_TO_GOAL,0.051576,0.5819428,0.1314106,0.45965704,0.5722784,0.1531569,0.47796756
141,MOVE_TO_GOAL,0.044973,0.5800627,0.13473006,0.4621099,0.5707926,0.15628086,0.48083737
142,MOVE_TO_GOAL,0.045001,0.57807124,0.13873939,0.46456254,0.56913626,0.15976357,0.48403677
143,MOVE_TO_GOAL,0.048269,0.5760869,0.14282572,0.46712145,0.56744057,0.16332899,0.48731217
144,MOVE_TO_GOAL,0.052200,0.57414097,0.14682503,0.46981505,0.56574064,0.16690332,0.49059573
145,MOVE_TO_GOAL,0.055782,0.5722362,0.15071353,0.47263083,0.56404483,0.1704689,0.49387124
146,MOVE_TO_GOAL,0.058763,0.57036644,0.15450628,0.4755429,0.56235456,0.1740229,0.49713612
147,MOVE_TO_GOAL,0.061153,0.5685243,0.1582252,0.47852573,0.56066936,0.17756628,0.50039124
148,MOVE_TO_GOAL,0.063046,0.56670344,0.16188963,0.48155898,0.55898833,0.18110085,0.50363827
149,MOVE_TO_GOAL,0.064536,0.56489867,0.1655153,0.48462835,0.5573104,0.18462901,0.50687945
150,MOVE_TO_GOAL,0.065703,0.5631059,0.1691122,0.48772267,0.55563504,0.1881516,0.51011544
151,MOVE_TO_GOAL,0.066611,0.5613221,0.17268728,0.4908341,0.5539621,0.19166915,0.51334685
152,MOVE_TO_GOAL,0.067310,0.5595454,0.17624502,0.4939569,0.5522915,0.19518177,0.5165737
153,MOVE_TO_GOAL,0.067836,0.5577742,0.17978838,0.497087,0.5506233,0.19868942,0.519796
154,MOVE_TO_GOAL,0.067714,0.5560076,0.18331923,0.5002215,0.55,0.2,0.521
155,PREPARE_PLACE,0.067659,0.5543997,0.1866667,0.5031929,0.55,0.2,0.521
156,PREPARE_PLACE,0.150802,0.55308837,0.18955767,0.5057704,0.55,0.2,0.54
157,PREPARE_PLACE,0.123524,0.5517371,0.19186835,0.509189,0.55,0.2,0.54
158,PREPARE_PLACE,0.094164,0.5506282,0.19362374,0.51352894,0.55,0.2,0.54
159,PREPARE_PLACE,0.072108,0.5498164,0.1949866,0.51757956,0.55,0.2,0.54
160,PREPARE_PLACE,0.055869,0.54925215,0.19603342,0.52097535,0.55,0.2,0.54
161,PREPARE_PLACE,0.043831,0.5488854,0.19682501,0.52369815,0.55,0.2,0.54
162,PREPARE_PLACE,0.034831,0.54866916,0.1974195,0.52584666,0.55,0.2,0.54
163,PREPARE_PLACE,0.028038,0.5485625,0.19786783,0.52754134,0.55,0.2,0.54
164,PREPARE_PLACE,0.022869,0.5485329,0.19820926,0.5288895,0.55,0.2,0.54
165,PREPARE_PLACE,0.018902,0.54855573,0.1984729,0.529976,0.55,0.2,0.54
166,PREPARE_PLACE,0.015840,0.5486131,0.19868013,0.5308644,0.55,0.2,0.54
167,DESCEND_TO_PLACE,0.013464,0.54869217,0.19884603,0.5316009,0.55,0.2,0.54
168,DESCEND_TO_PLACE,0.098289,0.5487842,0.19898102,0.5322188,0.5491797,0.19931246,0.50222325
169,DESCEND_TO_PLACE,0.087852,0.54893965,0.1989589,0.5306795,0.54919994,0.19932948,0.5006826
170,DESCEND_TO_PLACE,0.081199,0.54973525,0.19937268,0.5261295,0.54926014,0.1993799,0.49611887
171,DESCEND_TO_PLACE,0.079022,0.55047303,0.1997674,0.52053195,0.5493341,0.1994419,0.4905089
172,DESCEND_TO_PLACE,0.078447,0.55112195,0.20002565,0.5146947,0.5494112,0.1995065,0.48466197
173,DESCEND_TO_PLACE,0.078414,0.551675,0.2002098,0.50886214,0.5494882,0.19957103,0.4788218
174,DESCEND_TO_PLACE,0.078569,0.55213743,0.20035021,0.5030873,0.54956436,0.19963491,0.47304103
175,DESCEND_TO_PLACE,0.078777,0.55251706,0.20047325,0.49737248,0.5496398,0.1996981,0.46732154
176,DESCEND_TO_PLACE,0.078999,0.55282396,0.20058398,0.49170375,0.54971457,0.19976078,0.4616492
177,DESCEND_TO_PLACE,0.079216,0.5530686,0.20068507,0.48606578,0.54978895,0.19982311,0.45600858
178,DESCEND_TO_PLACE,0.079419,0.55326027,0.20077766,0.48044613,0.54986304,0.19988523,0.45038703
179,DESCEND_TO_PLACE,0.079604,0.5534074,0.20086168,0.47483492,0.54993707,0.19994724,0.44477463
180,DESCEND_TO_PLACE,0.077177,0.553517,0.2009371,0.4692247,0.55,0.2,0.44
181,DESCEND_TO_PLACE,0.060617,0.5535788,0.20099775,0.46368936,0.55,0.2,0.44
182,DESCEND_TO_PLACE,0.047782,0.55348563,0.20099558,0.45871785,0.55,0.2,0.44
183,AWAIT_STABLE_PLACEMENT,0.038083,0.5533103,0.20093854,0.45459497,0.55,0.2,0.44
184,AWAIT_STABLE_PLACEMENT,0.030756,0.5530933,0.20085678,0.45128056,0.55,0.2,0.44
185,AWAIT_STABLE_PLACEMENT,0.025190,0.5528565,0.20077087,0.4486407,0.55,0.2,0.44
186,RELEASE,0.020929,0.5526132,0.20068987,0.44653407,0.55,0.2,0.44
187,RELEASE,0.016546,0.5523721,0.20061596,0.44484016,0.5523721,0.20061596,0.44484016
188,RELEASE,0.012650,0.55226535,0.20063037,0.44395235,0.5523721,0.20061596,0.44484016
189,RELEASE,0.009300,0.55224115,0.20058943,0.4434982,0.5523721,0.20061596,0.44484016
190,RELEASE,0.007115,0.55224186,0.20053753,0.4431852,0.5523721,0.20061596,0.44484016
191,RELEASE,0.005774,0.5522469,0.20049654,0.44293192,0.5523721,0.20061596,0.44484016
192,RELEASE,0.005023,0.55225044,0.20046735,0.4427103,0.5523721,0.20061596,0.44484016
193,RELEASE,0.004647,0.55225104,0.20044835,0.4425118,0.5523721,0.20061596,0.44484016
194,RETRACT,0.004486,0.552249,0.20043604,0.44233394,0.5523721,0.20061596,0.44484016
195,RETRACT,0.023427,0.5522451,0.20042777,0.44217587,0.5522451,0.20042777,0.44226044
196,RETRACT,0.018398,0.5523346,0.20040675,0.44173768,0.5522451,0.20042777,0.44251394
197,RETRACT,0.013992,0.552434,0.20042235,0.44132295,0.5522451,0.20042777,0.44293547
198,RETRACT,0.010857,0.5524733,0.20042801,0.44101265,0.5522451,0.20042777,0.44352362
199,RETRACT,0.009063,0.552472,0.20042104,0.44083816,0.5522451,0.20042777,0.4442764
200,RETRACT,0.007173,0.5524428,0.20040387,0.4408137,0.5522451,0.20042777,0.44519123
201,RETRACT,0.008119,0.5523939,0.20037942,0.4409452,0.5522451,0.20042777,0.44626507
202,RETRACT,0.009804,0.5523309,0.20035006,0.44123492,0.5522451,0.20042777,0.44749424
203,RETRACT,0.011780,0.55225766,0.20031747,0.44168293,0.5522451,0.20042777,0.4488746
204,RETRACT,0.013844,0.552177,0.20028277,0.44228828,0.5522451,0.20042777,0.45040148
205,RETRACT,0.015910,0.552091,0.20024665,0.44304907,0.5522451,0.20042777,0.4520697
206,RETRACT,0.017937,0.5520011,0.20020972,0.44396284,0.5522451,0.20042777,0.45387363
207,RETRACT,0.019902,0.55190855,0.20017244,0.44502646,0.5522451,0.20042777,0.45580718
208,RETRACT,0.022809,0.55181414,0.20013501,0.44623637,0.5522451,0.20042777,0.45786378
209,RETRACT,0.024545,0.5517186,0.20009753,0.4475884,0.5522451,0.20042777,0.4600365
210,RETRACT,0.026191,0.5516225,0.20006013,0.4490779,0.5522451,0.20042777,0.46231794
211,RETRACT,0.027743,0.5515263,0.2000229,0.45069975,0.5522451,0.20042777,0.46470043
212,RETRACT,0.028526,0.55143046,0.1999859,0.4524483,0.5522451,0.20042777,0.46717587
213,RETRACT,0.029966,0.55133516,0.19994919,0.45431757,0.5522451,0.20042777,0.46973592
214,RETRACT,0.031299,0.5512407,0.19991279,0.45630103,0.5522451,0.20042777,0.47237188
215,RETRACT,0.032521,0.5511474,0.19987674,0.45839188,0.5522451,0.20042777,0.47507486
216,RETRACT,0.033627,0.5510554,0.19984111,0.46058282,0.5522451,0.20042777,0.4778357
217,RETRACT,0.034615,0.55096495,0.19980592,0.4628663,0.5522451,0.20042777,0.48064506
218,RETRACT,0.035479,0.5508763,0.19977124,0.4652345,0.5522451,0.20042777,0.48349345
219,RETRACT,0.036218,0.5507897,0.19973712,0.4676792,0.5522451,0.20042777,0.48637122
220,RETRACT,0.036828,0.5507053,0.19970363,0.47019204,0.5522451,0.20042777,0.48926863
221,RETRACT,0.037308,0.55062336,0.1996709,0.4727644,0.5522451,0.20042777,0.49217588
222,RETRACT,0.037657,0.5505442,0.19963898,0.47538748,0.5522451,0.20042777,0.4950831
223,RETRACT,0.037874,0.55046797,0.19960795,0.47805235,0.5522451,0.20042777,0.4979805
224,RETRACT,0.037959,0.5503951,0.19957794,0.48074996,0.5522451,0.20042777,0.50085825
225,RETRACT,0.037912,0.5503257,0.19954905,0.48347116,0.5522451,0.20042777,0.50370663
226,RETRACT,0.037735,0.55026025,0.1995214,0.4862067,0.5522451,0.20042777,0.50651604
227,RETRACT,0.037429,0.550199,0.1994951,0.4889475,0.5522451,0.20042777,0.50927687
228,RETRACT,0.036997,0.5501423,0.19947034,0.4916843,0.5522451,0.20042777,0.5119799
229,RETRACT,0.036442,0.5500905,0.19944723,0.49440792,0.5522451,0.20042777,0.51461583
230,RETRACT,0.035770,0.550044,0.19942595,0.49710935,0.5522451,0.20042777,0.51717585
231,RETRACT,0.034983,0.5500032,0.19940665,0.49977967,0.5522451,0.20042777,0.5196513
232,RETRACT,0.034087,0.5499685,0.19938953,0.50241,0.5522451,0.20042777,0.5220338
233,RETRACT,0.033088,0.5499402,0.19937477,0.50499177,0.5522451,0.20042777,0.52431524
234,RETRACT,0.031995,0.5499189,0.19936255,0.50751656,0.5522451,0.20042777,0.52648795
235,RETRACT,0.030812,0.5499049,0.19935302,0.5099761,0.5522451,0.20042777,0.52854455
236,RETRACT,0.029547,0.5498985,0.1993464,0.5123625,0.5522451,0.20042777,0.53047806
237,RETRACT,0.028208,0.5499002,0.19934285,0.5146679,0.5522451,0.20042777,0.53228205
238,RETRACT,0.026803,0.5499103,0.19934253,0.5168851,0.5522451,0.20042777,0.53395027
239,DONE,0.025337,0.54992926,0.19934562,0.51900697,0.5522451,0.20042777,0.53547716
