step,expert_state,mimicry_error_rad,ee_pos_x,ee_pos_y,ee_pos_z,target_pos_x,target_pos_y,target_pos_z
119,DESCEND_TO_GRASP,0.031475,0.57646966,-0.06138392,0.46635035,0.57768905,-0.061959554,0.4361082
120,DESCEND_TO_GRASP,0.031781,0.5772203,-0.061512437,0.4625021,0.57836795,-0.062079508,0.43224707
121,DESCEND_TO_GRASP,0.031969,0.5779533,-0.06163894,0.45865345,0.5790463,-0.06219938,0.42838863
122,DESCEND_TO_GRASP,0.027603,0.57867014,-0.06176364,0.45480186,0.5797247,-0.062319253,0.42453012
123,DESCEND_TO_GRASP,0.025884,0.5793725,-0.061886717,0.45094547,0.5804035,-0.06243919,0.42066947
124,DESCEND_TO_GRASP,0.024914,0.58006173,-0.06200833,0.44708297,0.58108294,-0.06255924,0.4168052
125,DESCEND_TO_GRASP,0.023830,0.58073896,-0.062128615,0.4432134,0.5814199,-0.062618785,0.41488874
126,GRASP,0.024730,0.581302,-0.062235907,0.43949327,0.5814199,-0.062618785,0.41488874
127,GRASP,0.053342,0.581683,-0.062318187,0.43618762,0.581683,-0.062318187,0.43618762
128,GRASP,0.039559,0.58162373,-0.06233212,0.43431354,0.58162373,-0.06233212,0.43431354
129,GRASP,0.032786,0.5815424,-0.062280662,0.4338051,0.5815424,-0.062280662,0.4338051
130,GRASP,0.023781,0.5815066,-0.062247574,0.4340363,0.5815066,-0.062247574,0.4340363
131,GRASP,0.019650,0.5815155,-0.062232178,0.4343048,0.5815155,-0.062232178,0.4343048
132,GRASP,0.016434,0.58153844,-0.062222846,0.43441716,0.58153844,-0.062222846,0.43441716
133,GRASP,0.013885,0.5815648,-0.062217906,0.43436056,0.5815648,-0.062217906,0.43436056
134,GRASP,0.011880,0.5815939,-0.062215842,0.43416387,0.5815939,-0.062215842,0.43416387
135,LIFT,0.010449,0.58165795,-0.06222077,0.4340208,0.58165795,-0.06222077,0.4340208
136,LIFT,0.061902,0.5817459,-0.06223013,0.43398207,0.5817459,-0.06223013,0.46398208
137,LIFT,0.046115,0.5813116,-0.06220564,0.43511698,0.5817459,-0.06223013,0.46511698
138,LIFT,0.035529,0.5807876,-0.062120404,0.43768254,0.5817459,-0.06223013,0.46768254
139,LIFT,0.029548,0.5803211,-0.062050745,0.4410896,0.5817459,-0.06223013,0.4710896
140,LIFT,0.026310,0.57996136,-0.062010903,0.4446468,0.5817459,-0.06223013,0.4746468
141,LIFT,0.024848,0.57964665,-0.06198365,0.448052,0.5817459,-0.06223013,0.478052
142,LIFT,0.024630,0.5793603,-0.06196005,0.45126635,0.5817459,-0.06223013,0.48126635
143,LIFT,0.025229,0.57909757,-0.061936926,0.4543155,0.5817459,-0.06223013,0.4843155
144,LIFT,0.026308,0.57885605,-0.06191388,0.45723414,0.5817459,-0.06223013,0.48723415
145,LIFT,0.027633,0.5786333,-0.061891276,0.46005222,0.5817459,-0.06223013,0.49005222
146,LIFT,0.027856,0.57842714,-0.06186946,0.46279305,0.5817459,-0.06223013,0.491243
147,LIFT,0.027820,0.5782872,-0.06185362,0.465348,0.5817459,-0.06223013,0.491243
148,MOVE_TO_GOAL,0.027836,0.57822657,-0.061846536,0.46756205,0.5817459,-0.06223013,0.491243
149,MOVE_TO_GOAL,0.070463,0.5782144,-0.06184539,0.4694082,0.57420754,-0.033131793,0.4771202
150,MOVE_TO_GOAL,0.053388,0.57761794,-0.060176764,0.4697715,0.5739711,-0.03143757,0.4775752
151,MOVE_TO_GOAL,0.041483,0.5771414,-0.05619331,0.4695412,0.5734613,-0.027784161,0.47855645
152,MOVE_TO_GOAL,0.034173,0.5767275,-0.051714692,0.4693918,0.5728865,-0.023665244,0.47966272
153,MOVE_TO_GOAL,0.029373,0.57628405,-0.047418077,0.4695016,0.5723256,-0.019645497,0.48074237
154,MOVE_TO_GOAL,0.026137,0.57581425,-0.04334857,0.4698817,0.5717839,-0.015763933,0.48178488
155,MOVE_TO_GOAL,0.023827,0.57532674,-0.039508395,0.4704735,0.57126397,-0.012038106,0.48278558
156,MOVE_TO_GOAL,0.022142,0.57483053,-0.035822436,0.47120097,0.57075894,-0.008419056,0.4837576
157,MOVE_TO_GOAL,0.020897,0.57433134,-0.032246847,0.4720088,0.57026523,-0.0048809643,0.48470786
158,MOVE_TO_GOAL,0.019971,0.5738307,-0.028749548,0.4728608,0.56977993,-0.0014035348,0.48564184
159,MOVE_TO_GOAL,0.019284,0.5733303,-0.025306549,0.47373527,0.5693009,0.0020296504,0.48656392
160,MOVE_TO_GOAL,0.018780,0.5728301,-0.021901166,0.47461924,0.56882626,0.0054306863,0.4874774
161,MOVE_TO_GOAL,0.018417,0.5723299,-0.01852106,0.4755057,0.5683548,0.00880918,0.48838478
162,MOVE_TO_GOAL,0.018178,0.5718295,-0.015159466,0.4763918,0.5678857,0.012170644,0.4892876
163,MOVE_TO_GOAL,0.017993,0.5713282,-0.011822135,0.47727892,0.5674197,0.015510252,0.49018458
164,MOVE_TO_GOAL,0.017899,0.570826,-0.008477026,0.47815773,0.56695294,0.018855061,0.49108294
165,MOVE_TO_GOAL,0.017848,0.57032263,-0.005140887,0.47903416,0.5664874,0.022191212,0.49197897
166,MOVE_TO_GOAL,0.017827,0.56981766,-0.0018155391,0.47991017,0.56602323,0.02551758,0.49287236
167,MOVE_TO_GOAL,0.017849,0.5693112,0.0015086853,0.4807825,0.56555927,0.028842207,0.4937653
168,MOVE_TO_GOAL,0.017884,0.56880337,0.0048254873,0.4816541,0.56509626,0.03216002,0.4946564
169,MOVE_TO_GOAL,0.017943,0.5682939,0.008139549,0.48252314,0.56463367,0.035474908,0.49554673
170,MOVE_TO_GOAL,0.018037,0.56778306,0.011449264,0.48339048,0.56417173,0.03878558,0.4964359
171,MOVE_TO_GOAL,0.018148,0.567271,0.014754828,0.48425627,0.5637103,0.042092215,0.49732402
172,MOVE_TO_GOAL,0.018254,0.5667577,0.018056652,0.4851204,0.56324935,0.04539517,0.49821115
173,MOVE_TO_GOAL,0.018371,0.56624323,0.021355042,0.48598275,0.5627889,0.0486947,0.49909732
174,MOVE_TO_GOAL,0.018501,0.5657278,0.024650263,0.48684335,0.56232893,0.05199102,0.49998266
175,MOVE_TO_GOAL,0.018642,0.56521136,0.027942568,0.48770213,0.5618694,0.055284344,0.5008672
176,MOVE_TO_GOAL,0.018795,0.5646941,0.03123222,0.4885592,0.5614102,0.058574915,0.501751
177,MOVE_TO_GOAL,0.018959,0.5641761,0.034519486,0.48941448,0.56095135,0.061862964,0.5026341
178,MOVE_TO_GOAL,0.019135,0.56365734,0.037804652,0.4902681,0.5604928,0.06514878,0.5035166
179,MOVE_TO_GOAL,0.019321,0.5631379,0.041087963,0.49112007,0.5600346,0.06843257,0.5043986
180,MOVE_TO_GOAL,0.019523,0.5626178,0.044369634,0.49197042,0.5595766,0.07171455,0.5052801
181,MOVE_TO_GOAL,0.019733,0.5620971,0.0476498,0.49281922,0.5591188,0.07499485,0.5061611
182,MOVE_TO_GOAL,0.019955,0.5615757,0.05092853,0.4936665,0.5586613,0.078273535,0.5070417
183,MOVE_TO_GOAL,0.020189,0.56105393,0.054205555,0.49451238,0.55820405,0.081550375,0.50792176
184,MOVE_TO_GOAL,0.020433,0.5605318,0.057478916,0.4953581,0.55774724,0.08482386,0.508801
185,MOVE_TO_GOAL,0.020691,0.56000894,0.0607531,0.49620056,0.55729043,0.08809738,0.5096802
186,MOVE_TO_GOAL,0.020961,0.55948573,0.064024635,0.4970419,0.556834,0.09136826,0.51055866
187,MOVE_TO_GOAL,0.021229,0.55896217,0.067293905,0.49788165,0.5563779,0.09463671,0.5114365
188,MOVE_TO_GOAL,0.021528,0.5584383,0.07056099,0.49871984,0.5559221,0.09790282,0.5123138
189,MOVE_TO_GOAL,0.021834,0.55791426,0.07382502,0.49955687,0.5554668,0.10116586,0.51319015
190,MOVE_TO_GOAL,0.022167,0.55739003,0.077085875,0.50039244,0.55501187,0.104425654,0.5140657
191,MOVE_TO_GOAL,0.022497,0.5568656,0.0803443,0.5012261,0.5545573,0.107682794,0.5149405
192,MOVE_TO_GOAL,0.022843,0.5563413,0.08359816,0.502059,0.55410343,0.110935524,0.5158141
193,MOVE_TO_GOAL,0.023210,0.55581677,0.08684929,0.50288963,0.55364996,0.114185244,0.5166869
194,MOVE_TO_GOAL,0.023590,0.5552924,0.09009633,0.5037188,0.553197,0.11743082,0.51755863
195,MOVE_TO_GOAL,0.023986,0.5547683,0.09333842,0.504547,0.5527448,0.12067161,0.51842904
196,MOVE_TO_GOAL,0.024394,0.55424416,0.09657749,0.50537276,0.552293,0.12390903,0.51929855
197,MOVE_TO_GOAL,0.024829,0.5537202,0.099812165,0.5061968,0.55184186,0.12714198,0.5201669
198,MOVE_TO_GOAL,0.025088,0.5531965,0.10304234,0.50701916,0.551409,0.1302439,0.521
199,MOVE_TO_GOAL,0.021748,0.5526755,0.10625677,0.5078371,0.551409,0.1302439,0.521
200,PREPARE_PLACE,0.020117,0.5522188,0.109171346,0.5085828,0.551409,0.1302439,0.521
201,PREPARE_PLACE,0.038454,0.55185807,0.11160977,0.50922585,0.551409,0.1302439,0.54
202,PREPARE_PLACE,0.035228,0.55115753,0.11353242,0.5109217,0.551409,0.1302439,0.54
203,PREPARE_PLACE,0.034097,0.5505124,0.11509479,0.513595,0.551409,0.1302439,0.54
204,PREPARE_PLACE,0.034162,0.55004215,0.11646066,0.51621604,0.551409,0.1302439,0.54
205,PREPARE_PLACE,0.034363,0.5497108,0.11767677,0.51842266,0.551409,0.1302439,0.54
206,PREPARE_PLACE,0.034263,0.5494809,0.11876896,0.5201939,0.551409,0.1302439,0.54
207,PREPARE_PLACE,0.033786,0.54932576,0.119752355,0.5216128,0.551409,0.1302439,0.54
208,PREPARE_PLACE,0.032988,0.5492243,0.12064085,0.52277267,0.551409,0.1302439,0.54
209,PREPARE_PLACE,0.031967,0.54916143,0.12144752,0.52374744,0.551409,0.1302439,0.54
210,PREPARE_PLACE,0.030800,0.54912716,0.12217948,0.52459055,0.551409,0.1302439,0.54
211,DESCEND_TO_PLACE,0.029555,0.5491139,0.12284644,0.5253358,0.551409,0.1302439,0.54
212,DESCEND_TO_PLACE,0.079270,0.54911715,0.12345358,0.5260062,0.5499138,0.12581395,0.49610984
213,DESCEND_TO_PLACE,0.056372,0.54950154,0.12370747,0.524435,0.5499562,0.12593952,0.49451935
214,DESCEND_TO_PLACE,0.040945,0.55054206,0.123898126,0.5201325,0.5500712,0.12628022,0.49020404
215,DESCEND_TO_PLACE,0.032044,0.5514567,0.12409056,0.51511633,0.550205,0.12667662,0.48518318
216,DESCEND_TO_PLACE,0.027068,0.5522285,0.12434286,0.5101872,0.5503365,0.12706627,0.48024783
217,AWAIT_STABLE_PLACEMENT,0.024700,0.5528763,0.12466809,0.505519,0.5504612,0.12743565,0.47556916
218,AWAIT_STABLE_PLACEMENT,0.072059,0.55342454,0.12504952,0.5011023,0.551409,0.1302439,0.44
219,AWAIT_STABLE_PLACEMENT,0.046082,0.55434006,0.12577856,0.4948293,0.551409,0.1302439,0.44
220,AWAIT_STABLE_PLACEMENT,0.030559,0.55538774,0.12670682,0.48727414,0.551409,0.1302439,0.44
221,AWAIT_STABLE_PLACEMENT,0.027666,0.555984,0.12741981,0.48044148,0.551409,0.1302439,0.44
222,AWAIT_STABLE_PLACEMENT,0.030037,0.5563017,0.12793942,0.47480237,0.551409,0.1302439,0.44
223,AWAIT_STABLE_PLACEMENT,0.033698,0.55644536,0.12832893,0.47026876,0.551409,0.1302439,0.44
224,RELEASE,0.033793,0.5564829,0.12863606,0.46659434,0.551409,0.1302439,0.44
225,RELEASE,0.078705,0.55645156,0.12888809,0.463547,0.55645156,0.12888809,0.463547
226,RELEASE,0.058847,0.55620056,0.12887488,0.46194926,0.55645156,0.12888809,0.463547
227,RELEASE,0.042425,0.5560525,0.12865753,0.46206817,0.55645156,0.12888809,0.463547
228,RELEASE,0.030873,0.55602694,0.12847207,0.46267626,0.55645156,0.12888809,0.463547
229,RELEASE,0.022844,0.55606085,0.12837537,0.46314824,0.55645156,0.12888809,0.463547
230,RELEASE,0.017287,0.5561105,0.12834315,0.46335226,0.55645156,0.12888809,0.463547
231,RELEASE,0.013434,0.5561613,0.1283444,0.46333027,0.55645156,0.12888809,0.463547
232,RETRACT,0.010744,0.55620736,0.12836365,0.46315783,0.55645156,0.12888809,0.463547
233,RETRACT,0.013336,0.55624706,0.12839113,0.46289995,0.55624706,0.12839113,0.46298453
234,RETRACT,0.010552,0.55643064,0.12839298,0.4625739,0.55624706,0.12839113,0.46323803
235,RETRACT,0.009408,0.55662084,0.1283882,0.46241358,0.55624706,0.12839113,0.46365955
236,RETRACT,0.009401,0.5567282,0.12838,0.46229303,0.55624706,0.12839113,0.4642477
237,RETRACT,0.009728,0.5567747,0.12837218,0.46220598,0.55624706,0.12839113,0.46500048
238,RETRACT,0.010056,0.55677706,0.12836376,0.4621758,0.55624706,0.12839113,0.46591532
239,RETRACT,0.010285,0.55674666,0.12835348,0.46222728,0.55624706,0.12839113,0.46698916
240,RETRACT,0.010272,0.556691,0.12834059,0.46237925,0.55624706,0.12839113,0.46821833
241,RETRACT,0.010325,0.5566151,0.1283248,0.46264413,0.55624706,0.12839113,0.46959868
