step,expert_state,mimicry_error_rad,ee_pos_x,ee_pos_y,ee_pos_z,target_pos_x,target_pos_y,target_pos_z
25,MOVE_TO_PRE_GRASP,0.013953,0.35064235,0.01301475,0.51167125,0.36626047,0.020133566,0.5197181
26,MOVE_TO_PRE_GRASP,0.014290,0.35236412,0.013934804,0.51204914,0.36925787,0.02132176,0.520411
27,MOVE_TO_PRE_GRASP,0.014432,0.35421774,0.0148844635,0.5124362,0.3722975,0.022526683,0.52111363
28,MOVE_TO_PRE_GRASP,0.014607,0.35618794,0.015861856,0.51283497,0.3753724,0.023745604,0.5218244
29,MOVE_TO_PRE_GRASP,0.014580,0.3582623,0.016865008,0.5132464,0.37847567,0.02497576,0.52254176
30,MOVE_TO_PRE_GRASP,0.014520,0.3604304,0.017891854,0.5136706,0.38160023,0.026214365,0.52326405
31,MOVE_TO_PRE_GRASP,0.014452,0.36268288,0.018940225,0.51410717,0.38473904,0.027458614,0.52398956
32,MOVE_TO_PRE_GRASP,0.014395,0.36501133,0.020007936,0.51455534,0.387885,0.028705688,0.5247168
33,MOVE_TO_PRE_GRASP,0.014363,0.3674078,0.02109278,0.51501435,0.39103094,0.029952763,0.525444
34,MOVE_TO_PRE_GRASP,0.014365,0.36986467,0.022192298,0.5154834,0.39416975,0.031197011,0.52616954
35,MOVE_TO_PRE_GRASP,0.014409,0.3723746,0.023304146,0.51596135,0.39729434,0.03243562,0.5268918
36,MOVE_TO_PRE_GRASP,0.014501,0.3749303,0.024425924,0.5164474,0.4003976,0.033665773,0.52760917
37,MOVE_TO_PRE_GRASP,0.014644,0.3775247,0.025555195,0.5169406,0.4034725,0.034884695,0.52831995
38,MOVE_TO_PRE_GRASP,0.014842,0.3801507,0.026689507,0.5174399,0.4065121,0.036089618,0.5290226
39,MOVE_TO_PRE_GRASP,0.015092,0.3828014,0.02782639,0.51794446,0.40950954,0.03727781,0.5297154
40,MOVE_TO_PRE_GRASP,0.015399,0.38546982,0.028963365,0.5184532,0.41245794,0.03844659,0.530397
41,MOVE_TO_PRE_GRASP,0.015757,0.38814917,0.03009796,0.5189651,0.4153507,0.039593298,0.53106564
42,MOVE_TO_PRE_GRASP,0.016162,0.3908326,0.031227708,0.5194794,0.41818124,0.040715348,0.53172
43,MOVE_TO_PRE_GRASP,0.016609,0.39351347,0.032350153,0.51999503,0.42094317,0.04181019,0.5323584
44,MOVE_TO_PRE_GRASP,0.017091,0.39618513,0.033462852,0.5205111,0.42363018,0.042875342,0.5329795
45,MOVE_TO_PRE_GRASP,0.017601,0.39884105,0.034563377,0.5210266,0.42623624,0.0439084,0.5335819
46,MOVE_TO_PRE_GRASP,0.018131,0.4014748,0.035649415,0.52154076,0.4287554,0.044907015,0.53416425
47,MOVE_TO_PRE_GRASP,0.018673,0.40408012,0.036718544,0.5220526,0.431182,0.045868933,0.5347252
48,MOVE_TO_PRE_GRASP,0.019219,0.4066508,0.037768457,0.52256125,0.43351048,0.046791967,0.5352634
49,MOVE_TO_PRE_GRASP,0.019761,0.40918082,0.038796898,0.52306587,0.43573564,0.047674034,0.53577775
50,MOVE_TO_PRE_GRASP,0.020292,0.41166425,0.039801676,0.52356553,0.43785238,0.048513126,0.53626704
51,MOVE_TO_PRE_GRASP,0.020805,0.4140954,0.040780634,0.52405953,0.43985593,0.049307354,0.53673023
52,MOVE_TO_PRE_GRASP,0.021290,0.41646868,0.04173168,0.524547,0.44174176,0.050054908,0.5371661
53,MOVE_TO_PRE_GRASP,0.021738,0.4187787,0.0426528,0.52502716,0.4435056,0.0507541,0.5375738
54,MOVE_TO_PRE_GRASP,0.022145,0.42102018,0.04354203,0.5254992,0.4451434,0.051403347,0.5379524
55,MOVE_TO_PRE_GRASP,0.022502,0.42318818,0.044397492,0.5259625,0.44665152,0.052001175,0.53830105
56,MOVE_TO_PRE_GRASP,0.022804,0.42527783,0.04521737,0.5264162,0.4480265,0.052546233,0.53861886
57,MOVE_TO_PRE_GRASP,0.023046,0.42728448,0.045999937,0.52685964,0.44926527,0.053037282,0.5389052
58,MOVE_TO_PRE_GRASP,0.023225,0.42920372,0.04674356,0.5272921,0.45036498,0.05347321,0.5391594
59,MOVE_TO_PRE_GRASP,0.023330,0.43103135,0.04744665,0.52771294,0.45132315,0.05385304,0.5393809
60,MOVE_TO_PRE_GRASP,0.023366,0.43276334,0.048107717,0.5281215,0.45213762,0.054175895,0.5395692
61,PREPARE_GRIPPER,0.023333,0.43439594,0.048725374,0.52851707,0.4528065,0.054441053,0.5397238
62,PREPARE_GRIPPER,0.060330,0.4359256,0.049298327,0.528899,0.4359256,0.049298327,0.528899
63,PREPARE_GRIPPER,0.044268,0.435774,0.049226042,0.52765185,0.4359256,0.049298327,0.528899
64,PREPARE_GRIPPER,0.031546,0.4349555,0.048929986,0.5267718,0.4359256,0.049298327,0.528899
65,PREPARE_GRIPPER,0.022761,0.43444315,0.048741363,0.5263604,0.4359256,0.049298327,0.528899
66,PREPARE_GRIPPER,0.016704,0.43414837,0.048644423,0.5261138,0.4359256,0.049298327,0.528899
67,DESCEND_TO_GRASP,0.012522,0.43399888,0.048607428,0.5259337,0.4359256,0.049298327,0.528899
68,DESCEND_TO_GRASP,0.074329,0.4339443,0.048606504,0.5257896,0.4392723,0.05028223,0.49631414
69,DESCEND_TO_GRASP,0.055766,0.434561,0.048784073,0.5234144,0.439708,0.050419256,0.49390388
70,DESCEND_TO_GRASP,0.043520,0.43560055,0.049045324,0.5189245,0.44052684,0.050676793,0.48937386
71,DESCEND_TO_GRASP,0.035232,0.4365831,0.049291123,0.51428145,0.44137046,0.05094212,0.48470682
72,DESCEND_TO_GRASP,0.029157,0.43751535,0.04952859,0.5098378,0.44217762,0.05119598,0.4802415
73,DESCEND_TO_GRASP,0.024633,0.43840384,0.049764395,0.5056094,0.4429458,0.05143759,0.47599167
74,DESCEND_TO_GRASP,0.021281,0.43925428,0.04999927,0.5015537,0.44368267,0.051669337,0.4719153
75,DESCEND_TO_GRASP,0.018827,0.44007155,0.05023221,0.49762738,0.44439587,0.051893655,0.46796966
76,DESCEND_TO_GRASP,0.017050,0.44086015,0.050462272,0.493796,0.4450916,0.052112464,0.46412084
77,DESCEND_TO_GRASP,0.015775,0.44162408,0.05068904,0.49003366,0.44577444,0.05232723,0.46034315
78,DESCEND_TO_GRASP,0.014863,0.4423667,0.050912503,0.48632115,0.4464479,0.05253904,0.4566175
79,DESCEND_TO_GRASP,0.014212,0.44309092,0.051132854,0.48264435,0.44711453,0.0527487,0.45292968
80,DESCEND_TO_GRASP,0.013750,0.44379917,0.05135038,0.47899273,0.4477762,0.05295681,0.44926912
81,DESCEND_TO_GRASP,0.013418,0.4444934,0.051565412,0.47535858,0.44843438,0.05316381,0.44562796
82,DESCEND_TO_GRASP,0.013183,0.44517532,0.051778246,0.47173613,0.4490901,0.053370044,0.44200042
83,DESCEND_TO_GRASP,0.013016,0.44584635,0.05198916,0.4681212,0.44974414,0.05357575,0.43838212
84,DESCEND_TO_GRASP,0.012900,0.44650763,0.0521984,0.46451065,0.4503971,0.05378111,0.43476984
85,DESCEND_TO_GRASP,0.012820,0.4471602,0.052406184,0.4609022,0.4510494,0.05398627,0.4311612
86,DESCEND_TO_GRASP,0.012769,0.44780493,0.052612696,0.45729423,0.45170134,0.054191317,0.42755446
87,DESCEND_TO_GRASP,0.012737,0.44844252,0.052818086,0.4536855,0.4523532,0.054396335,0.42394826
88,DESCEND_TO_GRASP,0.012722,0.44907364,0.053022478,0.45007512,0.45300514,0.054601375,0.4203417
89,DESCEND_TO_GRASP,0.012720,0.4496989,0.05322599,0.44646257,0.45365724,0.05480647,0.4167341
90,DESCEND_TO_GRASP,0.009640,0.45031878,0.053428713,0.44284746,0.4540013,0.054914687,0.41483063
91,GRASP,0.006736,0.4508522,0.05361331,0.43938953,0.4540013,0.054914687,0.41483063
92,GRASP,0.053992,0.4512388,0.05376199,0.43634525,0.4512388,0.05376199,0.43634525
93,GRASP,0.038113,0.45087117,0.053699218,0.43485996,0.45087117,0.053699218,0.43485996
94,GRASP,0.028340,0.45053872,0.053583633,0.43514735,0.45053872,0.053583633,0.43514735
95,GRASP,0.022011,0.45035133,0.05352402,0.4357817,0.45035133,0.05352402,0.4357817
96,GRASP,0.017201,0.4502017,0.053478222,0.43623805,0.4502017,0.053478222,0.43623805
97,GRASP,0.013419,0.45007232,0.053442527,0.43647626,0.45007232,0.053442527,0.43647626
98,GRASP,0.010456,0.44995704,0.05341644,0.436542,0.44995704,0.05341644,0.436542
99,GRASP,0.008156,0.44985268,0.05339618,0.43647605,0.44985268,0.05339618,0.43647605
100,LIFT,0.006400,0.44975716,0.053379558,0.43631208,0.44975716,0.053379558,0.43631208
101,LIFT,0.071057,0.44966888,0.053365346,0.43607628,0.44966888,0.053365346,0.46607628
102,LIFT,0.052510,0.44872442,0.05322069,0.43708664,0.44966888,0.053365346,0.46708664
103,LIFT,0.040072,0.4480694,0.0531313,0.44036055,0.44966888,0.053365346,0.47036055
104,LIFT,0.032704,0.447896,0.053115096,0.44424683,0.44966888,0.053365346,0.47424683
105,LIFT,0.027308,0.44775414,0.05312777,0.44798717,0.44966888,0.053365346,0.47798717
106,LIFT,0.023237,0.44761282,0.053111106,0.45147216,0.44966888,0.053365346,0.48147216
107,LIFT,0.020291,0.44748113,0.053089123,0.45476258,0.44966888,0.053365346,0.48476258
108,LIFT,0.018269,0.44735852,0.053073224,0.45791215,0.44966888,0.053365346,0.48791215
109,LIFT,0.016968,0.4472446,0.05306739,0.46095803,0.44966888,0.053365346,0.49095803
110,LIFT,0.016188,0.44713742,0.053053472,0.463916,0.44966888,0.053365346,0.493916
111,LIFT,0.015784,0.44703832,0.053041626,0.4668108,0.44966888,0.053365346,0.4968108
112,LIFT,0.015629,0.44694534,0.05302743,0.46965522,0.44966888,0.053365346,0.49965522
113,LIFT,0.015639,0.44685876,0.053015735,0.4724632,0.44966888,0.053365346,0.50246316
114,LIFT,0.015752,0.4467775,0.053003814,0.47524008,0.44966888,0.053365346,0.5052401
115,LIFT,0.015931,0.446701,0.052992962,0.4779931,0.44966888,0.053365346,0.5079931
116,LIFT,0.016151,0.4466287,0.052982382,0.48072618,0.44966888,0.053365346,0.51072615
117,LIFT,0.016398,0.44656032,0.05297264,0.48344335,0.44966888,0.053365346,0.51344335
118,LIFT,0.016662,0.44649562,0.05296479,0.4861479,0.44966888,0.053365346,0.5161479
119,LIFT,0.016429,0.446434,0.052957136,0.48884025,0.44966888,0.053365346,0.51738095
120,LIFT,0.016877,0.44641107,0.05295463,0.49138352,0.44966888,0.053365346,0.51738095
121,MOVE_TO_GOAL,0.017502,0.44643617,0.052959017,0.49360725,0.44966888,0.053365346,0.51738095
122,MOVE_TO_GOAL,0.076905,0.44648606,0.052967228,0.49549353,0.4651179,0.029864335,0.49986514
123,MOVE_TO_GOAL,0.061318,0.44787145,0.051163323,0.49614266,0.46657377,0.02805909,0.5002067
124,MOVE_TO_GOAL,0.048528,0.45044398,0.047597528,0.4954134,0.4692055,0.02479585,0.5008242
125,MOVE_TO_GOAL,0.039679,0.45284346,0.04389696,0.4944539,0.47181407,0.021561293,0.5014363
126,MOVE_TO_GOAL,0.033617,0.45509884,0.040467884,0.4938022,0.47426507,0.018522123,0.50201136
127,MOVE_TO_GOAL,0.029492,0.4572534,0.037288737,0.49349862,0.47658917,0.015640324,0.5025566
128,MOVE_TO_GOAL,0.026702,0.45933118,0.034310978,0.49344873,0.47881028,0.012886209,0.5030778
129,MOVE_TO_GOAL,0.024824,0.46135354,0.031486414,0.49356502,0.4809518,0.01023081,0.5035803
130,MOVE_TO_GOAL,0.023616,0.4633357,0.028763477,0.49379742,0.48303968,0.007641879,0.50407016
131,MOVE_TO_GOAL,0.022880,0.46528757,0.026115159,0.49410102,0.48508668,0.0051036924,0.5045504
132,MOVE_TO_GOAL,0.022496,0.46721673,0.023522494,0.49444556,0.48710197,0.0026047775,0.5050233
133,MOVE_TO_GOAL,0.022305,0.4691289,0.02097236,0.4948131,0.48909247,0.00013662782,0.5054903
134,MOVE_TO_GOAL,0.022277,0.47102836,0.018462738,0.49519867,0.49106032,-0.0023034285,0.505952
135,MOVE_TO_GOAL,0.022386,0.47291654,0.015965242,0.49558073,0.49301767,-0.0047305166,0.5064113
136,MOVE_TO_GOAL,0.022540,0.47479767,0.013494685,0.495969,0.49496,-0.0071389447,0.506867
137,MOVE_TO_GOAL,0.022756,0.47667223,0.01103924,0.4963572,0.49689257,-0.009535267,0.50732046
138,MOVE_TO_GOAL,0.023044,0.47854146,0.008597607,0.49674517,0.49881646,-0.011920825,0.50777185
139,MOVE_TO_GOAL,0.023347,0.48040664,0.0061710305,0.49713424,0.5007317,-0.014295634,0.5082212
140,MOVE_TO_GOAL,0.023689,0.4822674,0.003756576,0.49752176,0.50263923,-0.016660972,0.5086688
141,MOVE_TO_GOAL,0.024032,0.484124,0.0013514347,0.49790642,0.5045405,-0.01901847,0.5091149
142,MOVE_TO_GOAL,0.024425,0.48597738,-0.0010417019,0.4982914,0.5064348,-0.021367347,0.5095594
143,MOVE_TO_GOAL,0.024823,0.48782656,-0.0034263982,0.49867335,0.5083232,-0.023708865,0.51000243
144,MOVE_TO_GOAL,0.025250,0.4896725,-0.005799394,0.49905634,0.5102048,-0.026042024,0.5104439
145,MOVE_TO_GOAL,0.025684,0.49151412,-0.0081650615,0.49943545,0.5120809,-0.02836832,0.5108841
146,MOVE_TO_GOAL,0.026128,0.49335197,-0.010521444,0.49981344,0.513951,-0.030687187,0.5113229
147,MOVE_TO_GOAL,0.026638,0.4951858,-0.012868894,0.50019026,0.5158152,-0.032998703,0.5117603
148,MOVE_TO_GOAL,0.027114,0.49701548,-0.015207876,0.5005657,0.5176736,-0.035303064,0.5121963
149,MOVE_TO_GOAL,0.027632,0.49884078,-0.017538728,0.5009396,0.51952624,-0.037600327,0.512631
150,MOVE_TO_GOAL,0.028178,0.5006616,-0.019861694,0.5013118,0.5213733,-0.039890584,0.5130644
151,MOVE_TO_GOAL,0.028737,0.5024778,-0.022176977,0.5016822,0.5232147,-0.04217388,0.51349646
152,MOVE_TO_GOAL,0.029322,0.5042893,-0.024484744,0.50205094,0.5250506,-0.04445028,0.5139272
153,MOVE_TO_GOAL,0.029922,0.5060963,-0.026783591,0.50241977,0.52688044,-0.046719234,0.51435655
154,MOVE_TO_GOAL,0.030559,0.5078976,-0.02907743,0.50278413,0.5287053,-0.048982006,0.5147847
155,MOVE_TO_GOAL,0.031218,0.5096942,-0.03136234,0.503148,0.530524,-0.051237177,0.5152114
156,MOVE_TO_GOAL,0.031962,0.51148546,-0.03364094,0.5035094,0.5323374,-0.05348576,0.5156369
157,MOVE_TO_GOAL,0.032601,0.5132713,-0.035912827,0.50386894,0.53414536,-0.055727556,0.5160611
158,MOVE_TO_GOAL,0.033344,0.51505184,-0.038176604,0.5042273,0.5359473,-0.057961907,0.5164839
159,MOVE_TO_GOAL,0.034109,0.5168267,-0.04043367,0.5045832,0.5377436,-0.060189262,0.51690537
160,MOVE_TO_GOAL,0.034925,0.5185958,-0.0426838,0.50493705,0.5395342,-0.062409543,0.5173255
161,MOVE_TO_GOAL,0.035744,0.52035934,-0.044926032,0.5052896,0.5413188,-0.06462231,0.5177442
162,MOVE_TO_GOAL,0.036596,0.52211666,-0.047161367,0.5056394,0.5430973,-0.06682771,0.51816154
163,MOVE_TO_GOAL,0.037457,0.52386796,-0.04938906,0.50598735,0.5448698,-0.069025494,0.5185774
164,MOVE_TO_GOAL,0.038417,0.5256132,-0.05160914,0.5063332,0.54663604,-0.07121562,0.5189918
165,MOVE_TO_GOAL,0.039346,0.52735204,-0.053821307,0.5066771,0.54839593,-0.073397785,0.5194047
166,MOVE_TO_GOAL,0.040328,0.52908444,-0.056025967,0.50701857,0.5501495,-0.07557215,0.51981616
167,MOVE_TO_GOAL,0.041361,0.5308106,-0.058221493,0.50735885,0.55189615,-0.07773797,0.520226
168,MOVE_TO_GOAL,0.042376,0.53252953,-0.0604103,0.5076954,0.5536365,-0.07989593,0.52063435
169,MOVE_TO_GOAL,0.043424,0.5342419,-0.06258991,0.5080306,0.555195,-0.081828386,0.521
170,MOVE_TO_GOAL,0.044051,0.5359256,-0.064739905,0.5083552,0.555195,-0.081828386,0.521
171,MOVE_TO_GOAL,0.044055,0.5373922,-0.0666651,0.5086031,0.555195,-0.081828386,0.521
172,PREPARE_PLACE,0.043431,0.5386811,-0.06827742,0.50884885,0.555195,-0.081828386,0.521
173,PREPARE_PLACE,0.052742,0.5398344,-0.06962196,0.5091089,0.555195,-0.081828386,0.54
174,PREPARE_PLACE,0.052750,0.5404684,-0.07067452,0.51050633,0.555195,-0.081828386,0.54
175,PREPARE_PLACE,0.053138,0.5410261,-0.071532235,0.5129724,0.555195,-0.081828386,0.54
176,PREPARE_PLACE,0.053369,0.5416195,-0.07232507,0.51545405,0.555195,-0.081828386,0.54
177,PREPARE_PLACE,0.053107,0.5422403,-0.07306937,0.51755905,0.555195,-0.081828386,0.54
178,PREPARE_PLACE,0.052281,0.54287016,-0.07376124,0.51925683,0.555195,-0.081828386,0.54
179,PREPARE_PLACE,0.050981,0.54349536,-0.07439931,0.5206235,0.555195,-0.081828386,0.54
180,PREPARE_PLACE,0.049340,0.5441058,-0.07498436,0.5217471,0.555195,-0.081828386,0.54
181,PREPARE_PLACE,0.047482,0.5446949,-0.07552179,0.52269727,0.555195,-0.081828386,0.54
182,PREPARE_PLACE,0.045502,0.54525924,-0.07601258,0.5235251,0.555195,-0.081828386,0.54
183,PREPARE_PLACE,0.043473,0.545797,-0.076462716,0.52426237,0.555195,-0.081828386,0.54
184,DESCEND_TO_PLACE,0.041441,0.5463079,-0.07687509,0.5249305,0.555195,-0.081828386,0.54
185,DESCEND_TO_PLACE,0.087805,0.54679245,-0.07725375,0.52554244,0.549721,-0.078848146,0.4957283
186,DESCEND_TO_PLACE,0.062174,0.5473067,-0.077388585,0.5239058,0.54988533,-0.07893764,0.4940549
187,DESCEND_TO_PLACE,0.045080,0.548258,-0.0775102,0.51951426,0.5503211,-0.07917487,0.4896189
188,DESCEND_TO_PLACE,0.034503,0.54916984,-0.07763972,0.5144796,0.55081886,-0.07944588,0.4845511
189,DESCEND_TO_PLACE,0.027825,0.5500319,-0.077805534,0.50953704,0.55130744,-0.07971188,0.47957724
190,DESCEND_TO_PLACE,0.023870,0.55084145,-0.07801493,0.50483763,0.5517721,-0.079964876,0.47484627
191,DESCEND_TO_PLACE,0.021825,0.5516012,-0.078258805,0.5003698,0.5522141,-0.080205485,0.47034705
192,DESCEND_TO_PLACE,0.020997,0.5523147,-0.07852384,0.49608684,0.55263776,-0.08043615,0.4660338
193,AWAIT_STABLE_PLACEMENT,0.020835,0.552986,-0.0787988,0.49194264,0.55304766,-0.08065929,0.46186116
194,AWAIT_STABLE_PLACEMENT,0.047047,0.55361944,-0.0790761,0.48789993,0.555195,-0.081828386,0.44
195,AWAIT_STABLE_PLACEMENT,0.030466,0.5546744,-0.07947506,0.48248884,0.555195,-0.081828386,0.44
196,RELEASE,0.022718,0.5556269,-0.07991213,0.47657552,0.555195,-0.081828386,0.44
197,RELEASE,0.074380,0.5562396,-0.080242924,0.47136724,0.5562396,-0.080242924,0.47136724
198,RELEASE,0.057891,0.555996,-0.080273375,0.46783313,0.5562396,-0.080242924,0.47136724
199,RELEASE,0.042007,0.555775,-0.080118015,0.46663073,0.5562396,-0.080242924,0.47136724
200,RELEASE,0.030743,0.55569553,-0.0799575,0.46668753,0.5562396,-0.080242924,0.47136724
201,RELEASE,0.022351,0.5556162,-0.07986026,0.46748674,0.5562396,-0.080242924,0.47136724
202,RELEASE,0.016401,0.55560803,-0.079833634,0.46826234,0.5562396,-0.080242924,0.47136724
203,RELEASE,0.012314,0.5556304,-0.07984264,0.4687635,0.5562396,-0.080242924,0.47136724
204,RETRACT,0.009538,0.5556654,-0.07986568,0.46900174,0.5562396,-0.080242924,0.47136724
205,RETRACT,0.011886,0.555705,-0.07989223,0.46905234,0.555705,-0.07989223,0.46913692
206,RETRACT,0.008640,0.5558636,-0.07989029,0.4688012,0.555705,-0.07989223,0.46939042
207,RETRACT,0.007555,0.5560167,-0.079883635,0.46857274,0.555705,-0.07989223,0.46981195
208,RETRACT,0.007857,0.5560995,-0.07987491,0.46837467,0.555705,-0.07989223,0.4704001
209,RETRACT,0.008493,0.5561315,-0.07986777,0.46823543,0.555705,-0.07989223,0.47115287
210,RETRACT,0.009056,0.5561264,-0.079861835,0.46818,0.555705,-0.07989223,0.4720677
211,RETRACT,0.009462,0.55609304,-0.07985601,0.46822596,0.555705,-0.07989223,0.47314155
212,RETRACT,0.009726,0.55603725,-0.07984942,0.46838462,0.555705,-0.07989223,0.47437072
213,RETRACT,0.009891,0.5559629,-0.07984152,0.46866274,0.555705,-0.07989223,0.47575107
214,RETRACT,0.009994,0.5558728,-0.07983201,0.46906415,0.555705,-0.07989223,0.47727796
215,RETRACT,0.010075,0.55576885,-0.07982085,0.46959078,0.555705,-0.07989223,0.47894618
216,RETRACT,0.010173,0.5556526,-0.079807885,0.4702433,0.555705,-0.07989223,0.4807501
217,RETRACT,0.010316,0.5555253,-0.07979316,0.47102135,0.555705,-0.07989223,0.48268366
218,RETRACT,0.010532,0.555388,-0.0797768,0.47192398,0.555705,-0.07989223,0.48474026
219,RETRACT,0.010844,0.55524164,-0.07975892,0.47294953,0.555705,-0.07989223,0.48691297
220,RETRACT,0.011271,0.5550871,-0.07973961,0.47409573,0.555705,-0.07989223,0.48919442
221,RETRACT,0.011820,0.55492526,-0.079718985,0.4753599,0.555705,-0.07989223,0.4915769
222,RETRACT,0.012506,0.55475694,-0.07969716,0.47673863,0.555705,-0.07989223,0.49405235
223,RETRACT,0.013328,0.55458283,-0.07967424,0.47822824,0.555705,-0.07989223,0.4966124
224,RETRACT,0.014287,0.5544038,-0.07965033,0.47982442,0.555705,-0.07989223,0.49924836
225,RETRACT,0.015365,0.5542205,-0.07962553,0.4815225,0.555705,-0.07989223,0.50195134
226,RETRACT,0.016567,0.5540337,-0.07959996,0.4833173,0.555705,-0.07989223,0.50471216
227,RETRACT,0.017882,0.5538441,-0.07957372,0.48520327,0.555705,-0.07989223,0.50752157
228,RETRACT,0.019301,0.5536525,-0.07954692,0.48717457,0.555705,-0.07989223,0.51036996
229,RETRACT,0.020814,0.5534597,-0.07951968,0.4892249,0.555705,-0.07989223,0.5132477
230,RETRACT,0.022411,0.55326635,-0.07949206,0.49134776,0.555705,-0.07989223,0.5161451
231,RETRACT,0.024083,0.5530731,-0.0794642,0.4935362,0.555705,-0.07989223,0.5190523
232,RETRACT,0.025821,0.55288076,-0.0794362,0.49578318,0.555705,-0.07989223,0.5219596
233,RETRACT,0.027614,0.55269,-0.079408176,0.49808133,0.555705,-0.07989223,0.524857
234,RETRACT,0.029450,0.5525016,-0.079380244,0.50042313,0.555705,-0.07989223,0.52773476
235,RETRACT,0.031317,0.5523163,-0.07935251,0.502801,0.555705,-0.07989223,0.53058314
236,RETRACT,0.033205,0.55213475,-0.0793251,0.50520706,0.555705,-0.07989223,0.5333925
237,RETRACT,0.035102,0.5519579,-0.07929814,0.5076335,0.555705,-0.07989223,0.5361534
238,RETRACT,0.037004,0.5517865,-0.07927176,0.5100724,0.555705,-0.07989223,0.5388563
239,RETRACT,0.038895,0.5516214,-0.0792461,0.5125159,0.555705,-0.07989223,0.5414923
240,RETRACT,0.040698,0.5514633,-0.07922127,0.51495594,0.555705,-0.07989223,0.54405236
241,RETRACT,0.042458,0.5513132,-0.07919743,0.5173847,0.555705,-0.07989223,0.5465278
242,RETRACT,0.044163,0.55117184,-0.07917469,0.5197944,0.555705,-0.07989223,0.54891026
243,RETRACT,0.045781,0.55104,-0.0791532,0.5221772,0.555705,-0.07989223,0.55119175
244,RETRACT,0.047293,0.55091846,-0.07913311,0.5245255,0.555705,-0.07989223,0.55336446
245,RETRACT,0.048682,0.55080813,-0.079114534,0.526832,0.555705,-0.07989223,0.55542105
246,RETRACT,0.049928,0.5507098,-0.07909763,0.52908915,0.555705,-0.07989223,0.55735457
247,RETRACT,0.051015,0.5506242,-0.079082526,0.5312901,0.555705,-0.07989223,0.5591585
248,RETRACT,0.051925,0.5505521,-0.079069346,0.5334279,0.555705,-0.07989223,0.5608267
249,RETRACT,0.052642,0.5504944,-0.07905824,0.5354959,0.555705,-0.07989223,0.5623536
250,RETRACT,0.053149,0.5504516,-0.07904932,0.53748775,0.555705,-0.07989223,0.563734
251,RETRACT,0.053435,0.55042446,-0.07904271,0.5393974,0.555705,-0.07989223,0.56496316
252,RETRACT,0.053486,0.5504136,-0.07903853,0.541219,0.555705,-0.07989223,0.566037
